csv_name,db_name,account_id,match_ratio,power_score,target_segment_id,file
長野博,‎長野博,3811,fuzzy_0.86,14.0,13,TPR_男性12～19_202508.csv
田村真子,田村真佑,4609,fuzzy_0.75,13.0,13,TPR_男性12～19_202508.csv
’＝LOVE,＝LOVE,4564,fuzzy_0.91,12.0,13,TPR_男性12～19_202508.csv
"Koki,","Kōki,",2677,fuzzy_0.80,12.0,13,TPR_男性12～19_202508.csv
斉藤和義,斉藤和巳,2908,fuzzy_0.75,11.3,13,TPR_男性12～19_202508.csv
武田真一,武田真治,1494,fuzzy_0.75,11.3,13,TPR_男性12～19_202508.csv
市川團十郎(十三代目/市川海老蔵),市川團十郎白猿,1314,fuzzy_0.83,11.0,13,TPR_男性12～19_202508.csv
TAKAHIRO（上野隆博）,EXILETAKAHIRO,604,fuzzy_0.76,10.7,13,TPR_男性12～19_202508.csv
大島美優,大島優子,47,fuzzy_0.75,10.0,13,TPR_男性12～19_202508.csv
井上貴博,井上祐貴,3738,fuzzy_0.75,9.7,13,TPR_男性12～19_202508.csv
斎藤ちはる,ちはる,2432,fuzzy_0.75,9.3,13,TPR_男性12～19_202508.csv
増田梨沙,織田梨沙,2891,fuzzy_0.75,9.0,13,TPR_男性12～19_202508.csv
生野陽子,南野陽子,1174,fuzzy_0.75,8.7,13,TPR_男性12～19_202508.csv
B&ZAI,B＆ZAI,4210,fuzzy_0.80,8.7,13,TPR_男性12～19_202508.csv
